epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,25226.4,0.4337,0.25516,0.82333,0.97496,0.96347,0.98482,0.9138,0.32693,0.19471,0.80592,0.00072695,0.00072695,0.00072695
178,25336,0.43034,0.25559,0.82197,0.97522,0.96345,0.98489,0.91414,0.32651,0.19436,0.80582,0.000724165,0.000724165,0.000724165
179,25444.3,0.4315,0.25463,0.82158,0.9755,0.96368,0.98493,0.91463,0.32605,0.19423,0.80575,0.000721372,0.000721372,0.000721372
180,25553.1,0.42979,0.2538,0.82127,0.97658,0.96332,0.98495,0.91481,0.32562,0.19404,0.80566,0.000718571,0.000718571,0.000718571
181,25661.8,0.42736,0.25157,0.81925,0.979,0.96179,0.98508,0.91524,0.32519,0.1938,0.80557,0.000715761,0.000715761,0.000715761
182,25770.3,0.4248,0.25166,0.81935,0.97923,0.96212,0.98517,0.91565,0.32482,0.19349,0.80547,0.000712942,0.000712942,0.000712942
183,25879.1,0.42774,0.25215,0.821,0.97829,0.9636,0.98516,0.91568,0.32442,0.1934,0.80539,0.000710116,0.000710116,0.000710116
184,25988.7,0.42862,0.25359,0.82153,0.97836,0.96367,0.98513,0.91589,0.32399,0.19315,0.80529,0.000707281,0.000707281,0.000707281
185,26098.2,0.42444,0.25099,0.82024,0.97915,0.96296,0.98515,0.91631,0.32359,0.19297,0.80519,0.000704439,0.000704439,0.000704439
186,26206.6,0.42637,0.2524,0.82143,0.97932,0.96291,0.98511,0.91654,0.32316,0.19282,0.8051,0.000701588,0.000701588,0.000701588
187,26315.4,0.42642,0.25252,0.81988,0.97935,0.96289,0.98511,0.91645,0.32277,0.19265,0.80501,0.00069873,0.00069873,0.00069873
188,26423.5,0.42477,0.25161,0.8213,0.97849,0.96334,0.98503,0.91662,0.32234,0.19254,0.80493,0.000695864,0.000695864,0.000695864
189,26531.9,0.42363,0.25059,0.82202,0.97962,0.96203,0.9851,0.91686,0.32192,0.19229,0.80484,0.000692991,0.000692991,0.000692991
190,26640.4,0.4221,0.25026,0.81935,0.97992,0.96273,0.98594,0.91743,0.32148,0.19207,0.80472,0.00069011,0.00069011,0.00069011
191,26748.9,0.42026,0.24904,0.81891,0.98015,0.96263,0.9861,0.91775,0.32112,0.19184,0.80465,0.000687222,0.000687222,0.000687222
192,26857.7,0.41971,0.24911,0.8179,0.97613,0.96619,0.98613,0.9177,0.32074,0.19166,0.80456,0.000684326,0.000684326,0.000684326
193,26965.7,0.41608,0.24584,0.81708,0.97974,0.96391,0.98605,0.91772,0.32031,0.19149,0.80446,0.000681424,0.000681424,0.000681424
194,27074.2,0.42123,0.24995,0.81951,0.98005,0.96375,0.98615,0.91796,0.31986,0.19133,0.80436,0.000678514,0.000678514,0.000678514
195,27182.7,0.41846,0.24726,0.81832,0.98015,0.96403,0.98616,0.91826,0.31949,0.19099,0.80427,0.000675598,0.000675598,0.000675598
196,27291.1,0.4149,0.24487,0.81893,0.98025,0.9642,0.98621,0.91843,0.31908,0.19084,0.80421,0.000672675,0.000672675,0.000672675
197,27399.5,0.41441,0.24596,0.81784,0.97824,0.96501,0.98542,0.91812,0.31868,0.19061,0.80412,0.000669746,0.000669746,0.000669746
198,27507.7,0.41237,0.24572,0.81744,0.98048,0.96366,0.98561,0.91832,0.31827,0.19035,0.80403,0.00066681,0.00066681,0.00066681
199,27616.1,0.41177,0.24292,0.8176,0.97882,0.96488,0.98568,0.91859,0.31795,0.19023,0.80395,0.000663867,0.000663867,0.000663867
200,27727.1,0.41154,0.24458,0.81656,0.97876,0.96485,0.98575,0.91907,0.31757,0.19004,0.80387,0.000660918,0.000660918,0.000660918
201,27837.6,0.4127,0.24493,0.81715,0.97845,0.96554,0.9859,0.91915,0.31715,0.18982,0.80377,0.000657963,0.000657963,0.000657963
202,27948.1,0.4094,0.24314,0.81662,0.97768,0.96629,0.98593,0.9195,0.31678,0.18963,0.8037,0.000655002,0.000655002,0.000655002
203,28058.1,0.40869,0.24198,0.81659,0.97782,0.96624,0.98599,0.91984,0.31646,0.18951,0.8036,0.000652036,0.000652036,0.000652036
204,28168,0.40982,0.24324,0.81696,0.97785,0.96655,0.98599,0.91991,0.31613,0.18933,0.80352,0.000649063,0.000649063,0.000649063
205,28277.4,0.40823,0.24141,0.81564,0.97743,0.96678,0.98595,0.92008,0.31569,0.18912,0.80345,0.000646085,0.000646085,0.000646085
206,28386.6,0.40599,0.24168,0.81628,0.97788,0.96664,0.98596,0.92057,0.31518,0.18888,0.80333,0.000643101,0.000643101,0.000643101
207,28495.6,0.40721,0.24265,0.81736,0.97785,0.96666,0.98592,0.92067,0.31477,0.18873,0.80325,0.000640111,0.000640111,0.000640111
208,28604.6,0.40628,0.24096,0.81568,0.97789,0.9668,0.98594,0.92069,0.31444,0.18865,0.80316,0.000637116,0.000637116,0.000637116
209,28713.9,0.4032,0.2399,0.81469,0.97781,0.96651,0.98594,0.92075,0.31398,0.18851,0.80306,0.000634117,0.000634117,0.000634117
210,28823.2,0.40289,0.23825,0.81378,0.97805,0.96636,0.98599,0.9211,0.31354,0.18829,0.80298,0.000631112,0.000631112,0.000631112
211,28932.6,0.40117,0.23787,0.81465,0.9781,0.96639,0.98599,0.92149,0.3131,0.18812,0.80289,0.000628101,0.000628101,0.000628101
212,29041.8,0.40112,0.23849,0.81586,0.97814,0.9666,0.986,0.92154,0.31266,0.18796,0.8028,0.000625087,0.000625087,0.000625087
213,29150.9,0.39986,0.23697,0.81413,0.97794,0.96723,0.98602,0.92186,0.31228,0.18772,0.80273,0.000622067,0.000622067,0.000622067
214,29259.4,0.40006,0.23787,0.81454,0.978,0.96729,0.98608,0.92203,0.31185,0.18754,0.80263,0.000619043,0.000619043,0.000619043
215,29368.1,0.40038,0.23791,0.81541,0.97852,0.96683,0.98621,0.92239,0.31139,0.18727,0.80254,0.000616014,0.000616014,0.000616014
216,29476.6,0.39633,0.23455,0.81392,0.97911,0.96693,0.98623,0.92222,0.31098,0.18703,0.80245,0.000612981,0.000612981,0.000612981
217,29585.1,0.39781,0.23565,0.81384,0.97892,0.96716,0.9862,0.92217,0.31049,0.18683,0.80234,0.000609944,0.000609944,0.000609944
218,29693.4,0.39747,0.23667,0.81341,0.97927,0.96668,0.98624,0.92246,0.31009,0.18663,0.80226,0.000606902,0.000606902,0.000606902
219,29801.8,0.39929,0.23705,0.81401,0.97924,0.96679,0.98628,0.92299,0.30977,0.18634,0.8022,0.000603856,0.000603856,0.000603856
220,29910.3,0.39343,0.23548,0.81241,0.9791,0.96709,0.98632,0.92296,0.30939,0.18616,0.80212,0.000600807,0.000600807,0.000600807
221,30018.7,0.39556,0.23626,0.8122,0.97845,0.96639,0.98599,0.92294,0.30898,0.1859,0.80204,0.000597754,0.000597754,0.000597754
222,30128.6,0.39328,0.23465,0.8118,0.9794,0.96729,0.98637,0.92292,0.30861,0.18572,0.80196,0.000594697,0.000594697,0.000594697
223,30238.2,0.38991,0.23351,0.81222,0.97817,0.9668,0.986,0.92345,0.30839,0.18562,0.80189,0.000591636,0.000591636,0.000591636
224,30347.4,0.39253,0.23308,0.81223,0.9781,0.96721,0.98609,0.92348,0.30813,0.18547,0.80182,0.000588573,0.000588573,0.000588573
225,30456.1,0.39422,0.23488,0.81301,0.97831,0.96755,0.98613,0.9235,0.30784,0.18532,0.80177,0.000585505,0.000585505,0.000585505
226,30565.6,0.38873,0.23244,0.81234,0.97737,0.96861,0.98616,0.92371,0.30753,0.18518,0.80169,0.000582435,0.000582435,0.000582435
227,30674.3,0.38864,0.2328,0.81054,0.97733,0.96861,0.9862,0.92382,0.30727,0.18509,0.8016,0.000579362,0.000579362,0.000579362
228,30783.1,0.38939,0.23137,0.81151,0.97745,0.96865,0.98624,0.92411,0.3069,0.18478,0.80153,0.000576285,0.000576285,0.000576285
229,30893.1,0.38737,0.23101,0.81282,0.97748,0.96871,0.98625,0.92412,0.3065,0.18466,0.80144,0.000573206,0.000573206,0.000573206
230,31001.7,0.38804,0.23106,0.81274,0.97776,0.96875,0.98625,0.9244,0.30599,0.18448,0.80134,0.000570124,0.000570124,0.000570124
231,31110.2,0.39054,0.23145,0.81241,0.97774,0.96915,0.98638,0.92468,0.30557,0.18432,0.80126,0.00056704,0.00056704,0.00056704
232,31219.2,0.3907,0.23274,0.81205,0.97834,0.969,0.98645,0.92463,0.30515,0.18409,0.80116,0.000563953,0.000563953,0.000563953
233,31327.4,0.38628,0.23111,0.8096,0.97834,0.96911,0.98642,0.92466,0.30479,0.18387,0.80108,0.000560864,0.000560864,0.000560864
234,31438.3,0.38343,0.22932,0.8099,0.97834,0.96912,0.98648,0.92484,0.30448,0.18362,0.80103,0.000557773,0.000557773,0.000557773
235,31548.6,0.38141,0.22739,0.81077,0.97884,0.9686,0.98641,0.92514,0.30425,0.18347,0.80096,0.000554679,0.000554679,0.000554679
236,31657.3,0.38373,0.22965,0.81115,0.97958,0.96945,0.98691,0.9257,0.30394,0.18313,0.8009,0.000551584,0.000551584,0.000551584
237,31767,0.3825,0.22721,0.81043,0.97971,0.96937,0.98695,0.92601,0.30357,0.18307,0.80084,0.000548486,0.000548486,0.000548486
238,31876.8,0.38562,0.22993,0.81314,0.97961,0.96965,0.98701,0.92616,0.30313,0.18276,0.80076,0.000545387,0.000545387,0.000545387
239,31987.2,0.37998,0.22792,0.81196,0.9797,0.96984,0.98704,0.92614,0.3027,0.18251,0.80066,0.000542287,0.000542287,0.000542287
240,32095.3,0.38277,0.22944,0.81161,0.97973,0.97001,0.98706,0.92668,0.30228,0.18256,0.80057,0.000539185,0.000539185,0.000539185
241,32205.8,0.38218,0.22915,0.80982,0.97963,0.97009,0.98706,0.92676,0.30192,0.18239,0.80051,0.000536081,0.000536081,0.000536081
242,32318.8,0.37852,0.22775,0.81079,0.97878,0.96937,0.98667,0.92705,0.3015,0.18219,0.80042,0.000532977,0.000532977,0.000532977
243,32431.3,0.37855,0.22672,0.80972,0.97958,0.97053,0.98708,0.9272,0.30111,0.18203,0.80032,0.000529871,0.000529871,0.000529871
244,32542.9,0.37412,0.22427,0.80889,0.97937,0.97067,0.98717,0.92732,0.30073,0.18208,0.80023,0.000526764,0.000526764,0.000526764
245,32654.8,0.37507,0.22445,0.80878,0.97934,0.97069,0.98712,0.92758,0.30038,0.18185,0.80016,0.000523657,0.000523657,0.000523657
246,32763.5,0.37356,0.22395,0.80764,0.97976,0.97059,0.98721,0.92751,0.30006,0.18153,0.80009,0.000520548,0.000520548,0.000520548
247,32871.7,0.37499,0.22437,0.80964,0.97991,0.97048,0.98721,0.92832,0.29962,0.18119,0.80001,0.000517439,0.000517439,0.000517439
248,32980.1,0.37598,0.22607,0.80912,0.98004,0.97047,0.98723,0.92809,0.29931,0.18099,0.79995,0.00051433,0.00051433,0.00051433
249,33088.4,0.37503,0.22474,0.80803,0.98066,0.97015,0.98723,0.92833,0.29898,0.1807,0.79987,0.00051122,0.00051122,0.00051122
250,33197.1,0.37425,0.22467,0.80803,0.98065,0.96964,0.98729,0.92869,0.29853,0.18054,0.79977,0.00050811,0.00050811,0.00050811
251,33305.7,0.37011,0.22155,0.80764,0.98053,0.96961,0.98732,0.92851,0.29814,0.18039,0.79969,0.000505,0.000505,0.000505
252,33414.2,0.37002,0.22259,0.80797,0.98206,0.96781,0.98733,0.92859,0.2978,0.18023,0.79962,0.00050189,0.00050189,0.00050189
253,33522.5,0.36888,0.22215,0.80717,0.9821,0.96802,0.98742,0.92906,0.29737,0.1801,0.79953,0.00049878,0.00049878,0.00049878
254,33630.4,0.37162,0.22291,0.808,0.98201,0.96842,0.98746,0.92897,0.29699,0.17988,0.79947,0.00049567,0.00049567,0.00049567
255,33738.6,0.36818,0.22091,0.80792,0.98234,0.96813,0.98749,0.92899,0.29668,0.17967,0.79938,0.000492561,0.000492561,0.000492561
256,33847,0.36844,0.22116,0.80827,0.98249,0.9679,0.98751,0.92944,0.29633,0.17942,0.79929,0.000489452,0.000489452,0.000489452
257,33955.6,0.36899,0.22078,0.80806,0.98245,0.96789,0.98761,0.92951,0.29601,0.17929,0.79923,0.000486343,0.000486343,0.000486343
258,34063.6,0.373,0.22342,0.81118,0.9816,0.96713,0.98728,0.92966,0.29564,0.17917,0.79917,0.000483236,0.000483236,0.000483236
259,34171.9,0.36589,0.21923,0.80842,0.98279,0.96799,0.9877,0.92993,0.29533,0.179,0.79911,0.000480129,0.000480129,0.000480129
260,34280.4,0.36567,0.21956,0.8061,0.98277,0.96808,0.98771,0.92983,0.29497,0.17879,0.79902,0.000477023,0.000477023,0.000477023
261,34388.8,0.36637,0.21998,0.80654,0.98274,0.96829,0.98772,0.93015,0.29459,0.17863,0.79894,0.000473919,0.000473919,0.000473919
262,34497.5,0.36541,0.21869,0.80648,0.98103,0.97,0.98771,0.93035,0.2942,0.17848,0.79887,0.000470815,0.000470815,0.000470815
263,34606.3,0.36312,0.21724,0.80679,0.98319,0.96749,0.98774,0.93043,0.29383,0.17817,0.79879,0.000467713,0.000467713,0.000467713
264,34714.9,0.36466,0.21836,0.80535,0.98044,0.97043,0.98778,0.93056,0.29348,0.17788,0.79872,0.000464613,0.000464613,0.000464613
265,34823.2,0.36328,0.21753,0.80449,0.98013,0.97105,0.98777,0.93084,0.29319,0.17782,0.79866,0.000461514,0.000461514,0.000461514
266,34931.1,0.3596,0.21541,0.80614,0.98327,0.96686,0.98777,0.93085,0.29291,0.17765,0.79861,0.000458416,0.000458416,0.000458416
267,35039.8,0.35931,0.21584,0.80604,0.98322,0.96682,0.98779,0.93087,0.29259,0.17741,0.79854,0.000455321,0.000455321,0.000455321
268,35148.3,0.36059,0.21605,0.8063,0.98334,0.96682,0.98781,0.9311,0.29232,0.17736,0.79847,0.000452227,0.000452227,0.000452227
269,35256.9,0.36005,0.21592,0.80541,0.98201,0.96874,0.98781,0.93117,0.29202,0.1773,0.79841,0.000449136,0.000449136,0.000449136
270,35365.2,0.35823,0.21564,0.80557,0.9819,0.96876,0.98778,0.93136,0.29165,0.17699,0.79834,0.000446047,0.000446047,0.000446047
271,35473.9,0.35932,0.21701,0.80528,0.9817,0.96872,0.98781,0.93172,0.29136,0.17671,0.79827,0.00044296,0.00044296,0.00044296
272,35582.5,0.35891,0.2161,0.80406,0.98048,0.97118,0.98785,0.93203,0.29104,0.17655,0.79819,0.000439876,0.000439876,0.000439876
273,35690.8,0.35776,0.2143,0.80497,0.98052,0.97129,0.98783,0.932,0.29077,0.17632,0.79812,0.000436794,0.000436794,0.000436794
274,35798.6,0.35698,0.21483,0.80458,0.98109,0.97031,0.98783,0.93207,0.29049,0.17617,0.79807,0.000433715,0.000433715,0.000433715
275,35906.8,0.35484,0.21462,0.80353,0.98092,0.97048,0.98787,0.9323,0.29016,0.17596,0.79802,0.000430638,0.000430638,0.000430638
276,36014.7,0.35646,0.21519,0.80517,0.98079,0.97078,0.98788,0.93229,0.2899,0.17578,0.79799,0.000427565,0.000427565,0.000427565
277,36122.9,0.35367,0.21319,0.80494,0.98138,0.96976,0.9879,0.93261,0.28965,0.17562,0.79795,0.000424495,0.000424495,0.000424495
278,36231.7,0.35358,0.21236,0.80356,0.98163,0.96975,0.98795,0.93283,0.2894,0.1756,0.79787,0.000421427,0.000421427,0.000421427
279,36339.8,0.35395,0.21391,0.80489,0.98086,0.97196,0.98799,0.93309,0.28909,0.17548,0.79781,0.000418364,0.000418364,0.000418364
280,36447.8,0.35282,0.21212,0.80487,0.98085,0.97228,0.98801,0.93322,0.28876,0.17529,0.79776,0.000415303,0.000415303,0.000415303
281,36555.8,0.35342,0.21276,0.8043,0.98258,0.96935,0.988,0.93354,0.28844,0.1752,0.79768,0.000412246,0.000412246,0.000412246
282,36664.9,0.35528,0.21386,0.80589,0.98293,0.96914,0.98801,0.93349,0.28818,0.17509,0.79764,0.000409193,0.000409193,0.000409193
283,36772.5,0.35188,0.21216,0.80424,0.98281,0.96959,0.988,0.9339,0.28783,0.17498,0.79757,0.000406144,0.000406144,0.000406144
284,36880.8,0.34909,0.21067,0.80334,0.98285,0.96965,0.98803,0.9341,0.28748,0.17475,0.79749,0.000403098,0.000403098,0.000403098
285,36989.3,0.35229,0.21261,0.80551,0.98076,0.97257,0.98809,0.93431,0.28715,0.17452,0.79743,0.000400056,0.000400056,0.000400056
286,37097.7,0.35009,0.21104,0.80405,0.98295,0.96979,0.98809,0.93443,0.28678,0.17435,0.79735,0.000397019,0.000397019,0.000397019
287,37206.2,0.34931,0.20979,0.80493,0.98087,0.97269,0.98812,0.93461,0.28638,0.17418,0.79726,0.000393986,0.000393986,0.000393986
288,37314.8,0.3484,0.21,0.80322,0.97968,0.97436,0.98811,0.93484,0.28597,0.17402,0.7972,0.000390957,0.000390957,0.000390957
289,37423.2,0.34518,0.20844,0.80305,0.97982,0.97442,0.98813,0.93509,0.28566,0.1739,0.79713,0.000387933,0.000387933,0.000387933
290,37532,0.34599,0.20826,0.80308,0.97976,0.97441,0.98813,0.9348,0.28534,0.17375,0.79707,0.000384913,0.000384913,0.000384913
291,37640.3,0.34363,0.20707,0.80306,0.9799,0.97413,0.98811,0.93501,0.28503,0.17348,0.797,0.000381899,0.000381899,0.000381899
292,37748.9,0.34573,0.20848,0.80308,0.97991,0.97406,0.98806,0.93544,0.28473,0.17331,0.79693,0.000378888,0.000378888,0.000378888
293,37857.3,0.34364,0.20784,0.80282,0.98492,0.96884,0.98813,0.93604,0.28437,0.17323,0.79686,0.000375883,0.000375883,0.000375883
294,37965.9,0.34323,0.20732,0.80384,0.98008,0.97413,0.98814,0.93603,0.28409,0.173,0.79681,0.000372884,0.000372884,0.000372884
295,38074.7,0.34272,0.20716,0.80255,0.98485,0.96921,0.98817,0.93579,0.28383,0.17294,0.79675,0.000369889,0.000369889,0.000369889
296,38183.1,0.34356,0.20773,0.80382,0.98498,0.96917,0.98817,0.93617,0.28352,0.17267,0.79669,0.000366899,0.000366899,0.000366899
297,38291.9,0.34348,0.20712,0.80309,0.98043,0.9735,0.9881,0.936,0.28342,0.17249,0.79663,0.000363915,0.000363915,0.000363915
298,38400.4,0.34143,0.20674,0.80208,0.98071,0.97361,0.98809,0.93623,0.28306,0.17228,0.79656,0.000360937,0.000360937,0.000360937
299,38508.8,0.33943,0.2056,0.80304,0.9807,0.97368,0.98812,0.93637,0.28279,0.17211,0.79651,0.000357964,0.000357964,0.000357964
300,38617.3,0.33881,0.20579,0.80337,0.98077,0.97377,0.98817,0.93653,0.28262,0.17206,0.79645,0.000354998,0.000354998,0.000354998
301,38725.9,0.34048,0.20671,0.80141,0.98115,0.97402,0.98815,0.93687,0.28233,0.17189,0.7964,0.000352037,0.000352037,0.000352037
302,38834.6,0.33932,0.20564,0.8017,0.9819,0.9735,0.98819,0.93693,0.28207,0.17172,0.79636,0.000349082,0.000349082,0.000349082
303,38943.2,0.33887,0.20475,0.80289,0.98193,0.97382,0.98825,0.93733,0.28182,0.17159,0.79633,0.000346133,0.000346133,0.000346133
304,39051.8,0.33639,0.20455,0.80157,0.9825,0.97268,0.98834,0.93719,0.28158,0.17131,0.79628,0.00034319,0.00034319,0.00034319
305,39160.2,0.3366,0.20439,0.80161,0.98381,0.97202,0.98834,0.93753,0.28135,0.17123,0.79623,0.000340254,0.000340254,0.000340254
306,39268.6,0.33627,0.20405,0.80168,0.98378,0.97201,0.98834,0.9376,0.28116,0.17111,0.79618,0.000337325,0.000337325,0.000337325
307,39376.8,0.33347,0.2025,0.80122,0.98382,0.97217,0.98835,0.93785,0.28095,0.17091,0.79612,0.000334402,0.000334402,0.000334402
308,39485.4,0.33552,0.20443,0.80142,0.98362,0.97233,0.98828,0.93781,0.28064,0.1708,0.79606,0.000331486,0.000331486,0.000331486
309,39593.6,0.33553,0.204,0.80156,0.98379,0.97235,0.98835,0.93779,0.28036,0.17064,0.796,0.000328576,0.000328576,0.000328576
310,39702.1,0.33298,0.20109,0.80224,0.98394,0.97253,0.98836,0.93785,0.28006,0.1705,0.79593,0.000325674,0.000325674,0.000325674
311,39810.3,0.33436,0.20333,0.80281,0.98441,0.97255,0.98829,0.93795,0.27978,0.17041,0.79586,0.000322778,0.000322778,0.000322778
312,39919.1,0.33414,0.20255,0.8027,0.98466,0.97265,0.98835,0.93817,0.27949,0.17024,0.79581,0.00031989,0.00031989,0.00031989
313,40027.9,0.33075,0.20094,0.80166,0.9848,0.97255,0.98837,0.93821,0.27922,0.17002,0.79574,0.000317009,0.000317009,0.000317009
314,40136.5,0.33318,0.20253,0.80108,0.98436,0.97294,0.98831,0.93818,0.27891,0.1698,0.79568,0.000314136,0.000314136,0.000314136
